,Team,Game,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds,Week,Position,Year,Target,Opponent
23,ATL,CAR@ATL,5.0,2.0,1,0,0,0,0,24,318,121,439,2,DST,2018,1.0,CAR
24,ARI,ARI@LA,4.0,2.0,1,0,0,0,0,34,342,90,432,2,DST,2018,11.0,LA
25,NE,NE@JAX,4.0,0.0,1,0,1,0,0,31,376,104,480,2,DST,2018,4.0,JAX
26,MIN,MIN@GB,4.0,4.0,0,0,0,0,0,29,253,98,351,2,DST,2018,4.0,GB
27,NYG,NYG@DAL,4.0,0.0,0,0,0,0,0,20,160,138,298,2,DST,2018,8.0,DAL
28,CAR,CAR@ATL,2.0,0.0,1,0,0,0,0,31,272,170,442,2,DST,2018,11.0,ATL
29,BUF,LAC@BUF,2.0,2.0,0,0,0,0,0,31,240,109,349,2,DST,2018,20.0,LAC
30,KC,KC@PIT,1.0,1.0,0,0,0,0,0,37,442,33,475,2,DST,2018,5.0,PIT
31,BAL,BAL@CIN,0.0,0.0,0,0,0,0,0,34,265,108,373,2,DST,2018,9.0,CIN
0,BUF,BUF@MIN,20.0,4.0,1,0,2,0,0,6,278,14,292,3,DST,2018,7.0,MIN
1,SEA,DAL@SEA,18.0,5.0,2,0,1,0,0,13,137,166,303,3,DST,2018,7.0,DAL
2,PIT,PIT@TB,18.0,3.0,3,0,1,0,1,27,392,63,455,3,DST,2018,5.0,TB
3,CHI,CHI@ARI,16.0,4.0,3,0,1,0,0,14,168,53,221,3,DST,2018,17.0,ARI
4,LA,LAC@LA,15.0,2.0,0,0,2,1,1,23,215,141,356,3,DST,2018,6.0,LAC
5,TEN,TEN@JAX,15.0,3.0,0,0,1,0,0,6,145,87,232,3,DST,2018,7.0,JAX
6,IND,IND@PHI,13.0,5.0,1,0,1,0,0,20,227,152,379,3,DST,2018,9.0,PHI
7,CLE,NYJ@CLE,12.0,2.0,2,0,1,0,0,17,161,107,268,3,DST,2018,7.0,NYJ
8,ARI,CHI@ARI,11.0,3.0,1,0,1,0,0,16,194,122,316,3,DST,2018,6.0,CHI
9,CAR,CIN@CAR,11.0,2.0,4,0,0,0,0,21,330,66,396,3,DST,2018,13.0,CIN
10,MIA,OAK@MIA,11.0,3.0,2,0,0,0,0,20,325,109,434,3,DST,2018,4.0,OAK
11,DET,NE@DET,11.0,2.0,1,0,0,0,0,10,120,89,209,3,DST,2018,4.0,NE
12,JAX,TEN@JAX,10.0,3.0,0,0,0,0,0,9,83,150,233,3,DST,2018,12.0,TEN
13,WAS,GB@WAS,10.0,4.0,0,0,1,0,0,17,240,100,340,3,DST,2018,4.0,GB
14,BAL,DEN@BAL,9.0,3.0,1,0,0,0,0,14,173,120,293,3,DST,2018,9.0,DEN
15,NYG,NYG@HOU,8.0,3.0,1,0,1,0,0,22,368,59,427,3,DST,2018,1.0,HOU
16,DEN,DEN@BAL,7.0,2.0,0,0,0,2,0,27,265,77,342,3,DST,2018,2.0,BAL
17,PHI,IND@PHI,6.0,2.0,0,0,0,0,0,16,141,68,209,3,DST,2018,6.0,IND
18,HOU,NYG@HOU,5.0,4.0,0,0,0,0,0,27,265,114,379,3,DST,2018,14.0,NYG
19,NYJ,NYJ@CLE,5.0,4.0,0,0,0,0,0,21,190,133,323,3,DST,2018,8.0,CLE
20,LAC,LAC@LA,5.0,1.0,1,0,1,0,0,35,350,171,521,3,DST,2018,6.0,LA
21,TB,PIT@TB,5.0,3.0,1,0,0,0,0,30,335,78,413,3,DST,2018,1.0,PIT
22,KC,SF@KC,5.0,4.0,0,0,0,0,0,27,228,178,406,3,DST,2018,7.0,SF
23,NO,NO@ATL,5.0,3.0,0,0,0,1,0,37,359,48,407,3,DST,2018,11.0,ATL
24,NE,NE@DET,4.0,1.0,1,0,0,0,0,26,255,159,414,3,DST,2018,13.0,DET
25,MIN,BUF@MIN,4.0,3.0,0,0,0,0,0,27,164,128,292,3,DST,2018,1.0,BUF
26,DAL,DAL@SEA,3.0,2.0,0,0,0,0,0,24,182,113,295,3,DST,2018,4.0,SEA
27,SF,SF@KC,2.0,2.0,0,0,0,0,0,38,307,77,384,3,DST,2018,9.0,KC
28,GB,GB@WAS,2.0,0.0,1,0,0,0,0,31,220,166,386,3,DST,2018,23.0,WAS
29,OAK,OAK@MIA,1.0,1.0,0,0,0,0,0,28,332,41,373,3,DST,2018,16.0,MIA
30,CIN,CIN@CAR,1.0,1.0,0,0,0,0,0,31,147,230,377,3,DST,2018,3.0,CAR
31,ATL,NO@ATL,1.0,1.0,0,0,0,0,0,43,391,143,534,3,DST,2018,7.0,NO
0,GB,BUF@GB,23.0,7.0,2,0,1,0,0,0,87,58,145,4,DST,2018,3.0,BUF
1,CHI,TB@CHI,17.0,4.0,3,0,0,0,0,10,251,60,311,4,DST,2018,6.0,TB
2,OAK,CLE@OAK,16.0,2.0,2,0,2,0,1,42,279,208,487,4,DST,2018,2.0,CLE
3,HOU,HOU@IND,14.0,4.0,0,0,2,0,1,34,437,41,478,4,DST,2018,10.0,IND
4,NE,MIA@NE,13.0,2.0,1,0,1,0,0,7,116,56,172,4,DST,2018,8.0,MIA
5,JAX,NYJ@JAX,12.0,3.0,0,1,0,0,0,12,144,34,178,4,DST,2018,5.0,NYJ
6,NO,NO@NYG,11.0,3.0,0,0,2,0,0,18,234,65,299,4,DST,2018,11.0,NYG
7,IND,HOU@IND,9.0,7.0,1,0,0,0,0,37,347,119,466,4,DST,2018,4.0,HOU
8,SF,SF@LAC,9.0,1.0,1,0,0,0,1,29,242,126,368,4,DST,2018,1.0,LAC
9,BAL,BAL@PIT,9.0,1.0,1,0,1,0,0,14,265,19,284,4,DST,2018,14.0,PIT
10,NYJ,NYJ@JAX,8.0,2.0,1,0,2,0,0,31,377,126,503,4,DST,2018,10.0,JAX
11,KC,KC@DEN,7.0,4.0,1,0,0,0,0,23,226,159,385,4,DST,2018,25.0,DEN
12,SEA,SEA@ARI,7.0,1.0,0,0,1,0,0,17,171,92,263,4,DST,2018,5.0,ARI
13,BUF,BUF@GB,7.0,2.0,1,0,1,0,0,22,282,141,423,4,DST,2018,15.0,GB
14,TEN,PHI@TEN,7.0,4.0,0,0,1,0,0,23,315,117,432,4,DST,2018,10.0,PHI
15,CLE,CLE@OAK,7.0,3.0,2,0,0,0,0,45,426,139,565,4,DST,2018,15.0,OAK
16,ATL,CIN@ATL,7.0,3.0,1,0,0,1,0,37,308,99,407,4,DST,2018,2.0,CIN
17,ARI,SEA@ARI,6.0,2.0,0,0,0,0,0,20,160,171,331,4,DST,2018,24.0,SEA
18,LA,MIN@LA,6.0,4.0,0,0,1,0,0,31,392,54,446,4,DST,2018,2.0,MIN
19,PHI,PHI@TEN,6.0,3.0,1,0,0,0,0,26,327,70,397,4,DST,2018,4.0,TEN
20,LAC,SF@LAC,6.0,1.0,2,0,0,0,0,27,288,76,364,4,DST,2018,14.0,SF
21,PIT,BAL@PIT,5.0,2.0,0,0,1,0,0,26,355,96,451,4,DST,2018,20.0,BAL
22,DET,DET@DAL,4.0,3.0,0,0,0,0,0,26,231,183,414,4,DST,2018,11.0,DAL
23,DAL,DET@DAL,4.0,3.0,0,0,0,0,0,24,286,96,382,4,DST,2018,9.0,DET
24,MIA,MIA@NE,4.0,0.0,2,0,0,0,0,38,274,175,449,4,DST,2018,13.0,NE
25,CIN,CIN@ATL,3.0,3.0,0,0,0,0,0,36,403,92,495,4,DST,2018,25.0,ATL
26,DEN,KC@DEN,2.0,1.0,0,0,0,0,0,27,304,142,446,4,DST,2018,5.0,KC
27,TB,TB@CHI,1.0,1.0,0,0,0,0,0,48,344,139,483,4,DST,2018,1.0,CHI
28,MIN,MIN@LA,1.0,1.0,0,0,0,0,0,38,456,100,556,4,DST,2018,14.0,LA
29,NYG,NO@NYG,1.0,1.0,0,0,0,0,0,33,219,170,389,4,DST,2018,5.0,NO
0,CIN,MIA@CIN,25.0,3.0,2,0,1,0,2,17,169,128,297,5,DST,2018,0.0,MIA
1,KC,JAX@KC,25.0,5.0,4,0,1,0,1,14,401,101,502,5,DST,2018,4.0,JAX
2,ARI,ARI@SF,24.0,4.0,2,0,3,0,1,18,300,147,447,5,DST,2018,15.0,SF
3,PIT,ATL@PIT,20.0,6.0,0,0,1,1,1,17,262,62,324,5,DST,2018,4.0,ATL
4,BUF,TEN@BUF,15.0,2.0,1,0,2,0,0,12,121,100,221,5,DST,2018,17.0,TEN
5,CLE,BAL@CLE,15.0,2.0,1,0,1,1,0,9,294,116,410,5,DST,2018,3.0,BAL
6,MIN,MIN@PHI,14.0,3.0,0,0,2,0,1,21,283,81,364,5,DST,2018,12.0,PHI
7,BAL,BAL@CLE,14.0,5.0,1,0,0,0,0,12,304,112,416,5,DST,2018,21.0,CLE
8,LAC,OAK@LAC,14.0,3.0,1,0,1,0,0,10,248,41,289,5,DST,2018,13.0,OAK
9,CAR,NYG@CAR,13.0,1.0,2,0,1,0,1,31,382,50,432,5,DST,2018,4.0,NYG
10,MIA,MIA@CIN,13.0,2.0,1,0,0,1,1,27,229,103,332,5,DST,2018,8.0,CIN
11,DET,GB@DET,11.0,4.0,0,0,3,0,0,23,423,98,521,5,DST,2018,5.0,GB
12,NO,WAS@NO,11.0,3.0,1,0,1,0,0,19,244,39,283,5,DST,2018,2.0,WAS
13,TEN,TEN@BUF,10.0,1.0,1,0,0,0,0,13,79,144,223,5,DST,2018,3.0,BUF
14,HOU,DAL@HOU,10.0,2.0,2,0,0,0,0,16,194,98,292,5,DST,2018,23.0,DAL
15,NYJ,DEN@NYJ,10.0,4.0,1,0,0,0,0,16,344,92,436,5,DST,2018,14.0,DEN
16,DAL,DAL@HOU,9.0,1.0,1,0,1,0,0,19,374,88,462,5,DST,2018,14.0,HOU
17,NE,IND@NE,8.0,1.0,2,0,1,0,0,24,355,84,439,5,DST,2018,4.0,IND
18,JAX,JAX@KC,5.0,1.0,2,0,0,0,0,30,298,126,424,5,DST,2018,3.0,KC
19,DEN,DEN@NYJ,5.0,1.0,1,0,1,0,0,34,189,323,512,5,DST,2018,8.0,NYJ
20,SEA,LA@SEA,5.0,1.0,2,0,0,0,0,33,313,155,468,5,DST,2018,20.0,LA
21,NYG,NYG@CAR,5.0,1.0,2,0,0,0,0,33,232,118,350,5,DST,2018,1.0,CAR
22,PHI,MIN@PHI,4.0,1.0,0,0,1,0,0,23,298,77,375,5,DST,2018,13.0,MIN
23,IND,IND@NE,4.0,0.0,2,0,0,0,0,38,341,97,438,5,DST,2018,6.0,NE
24,WAS,WAS@NO,4.0,2.0,0,0,1,0,0,43,349,98,447,5,DST,2018,11.0,NO
25,GB,GB@DET,3.0,3.0,0,0,0,0,0,31,170,94,264,5,DST,2018,8.0,DET
26,LA,LA@SEA,2.0,2.0,0,0,0,0,0,31,183,190,373,5,DST,2018,8.0,SEA
27,OAK,OAK@LAC,2.0,1.0,0,0,0,0,0,26,333,79,412,5,DST,2018,4.0,LAC
28,ATL,ATL@PIT,2.0,0.0,1,0,0,0,0,41,250,131,381,5,DST,2018,6.0,PIT
29,SF,ARI@SF,1.0,1.0,0,0,0,0,0,28,164,56,220,5,DST,2018,3.0,ARI
0,HOU,BUF@HOU,23.0,2.0,2,0,1,1,1,13,129,100,229,6,DST,2018,17.0,BUF
1,BAL,BAL@TEN,21.0,11.0,0,0,0,0,0,0,51,55,106,6,DST,2018,4.0,TEN
2,SEA,SEA@OAK,20.0,6.0,0,0,2,0,0,3,106,79,185,6,DST,2018,13.0,OAK
3,BUF,BUF@HOU,17.0,7.0,2,0,1,0,0,20,142,74,216,6,DST,2018,2.0,HOU
4,ARI,ARI@MIN,15.0,4.0,1,0,1,0,1,27,216,195,411,6,DST,2018,4.0,MIN
5,DAL,JAX@DAL,14.0,3.0,1,0,1,0,0,7,139,65,204,6,DST,2018,5.0,JAX
6,NYJ,IND@NYJ,14.0,0.0,3,0,1,0,1,34,301,127,428,6,DST,2018,1.0,IND
7,LAC,LAC@CLE,13.0,5.0,2,0,0,0,0,14,214,103,317,6,DST,2018,8.0,CLE
8,PHI,PHI@NYG,13.0,4.0,1,0,0,0,0,13,254,147,401,6,DST,2018,3.0,NYG
9,MIN,ARI@MIN,12.0,4.0,1,0,1,0,0,17,208,60,268,6,DST,2018,15.0,ARI
10,WAS,CAR@WAS,11.0,1.0,1,0,2,0,0,17,269,81,350,6,DST,2018,18.0,CAR
11,DEN,LA@DEN,8.0,5.0,1,0,0,0,0,23,174,270,444,6,DST,2018,35.0,LA
12,LA,LA@DEN,8.0,2.0,1,0,0,0,0,20,297,60,357,6,DST,2018,26.0,DEN
13,MIA,CHI@MIA,8.0,2.0,1,0,2,0,0,28,303,164,467,6,DST,2018,1.0,CHI
14,GB,SF@GB,8.0,2.0,1,0,2,0,0,30,227,174,401,6,DST,2018,5.0,SF
15,CHI,CHI@MIA,6.0,0.0,2,0,1,0,0,31,380,161,541,6,DST,2018,7.0,MIA
16,IND,IND@NYJ,6.0,2.0,1,0,1,0,0,42,267,107,374,6,DST,2018,22.0,NYJ
17,ATL,TB@ATL,6.0,2.0,2,0,0,0,0,29,389,121,510,6,DST,2018,8.0,TB
18,KC,KC@NE,4.0,2.0,0,0,1,0,0,43,327,173,500,6,DST,2018,17.0,NE
19,CAR,CAR@WAS,4.0,3.0,0,0,0,0,0,23,156,132,288,6,DST,2018,10.0,WAS
20,PIT,PIT@CIN,4.0,3.0,0,0,0,0,0,21,213,62,275,6,DST,2018,10.0,CIN
21,NE,KC@NE,4.0,0.0,2,0,0,0,0,40,352,94,446,6,DST,2018,20.0,KC
22,OAK,SEA@OAK,4.0,1.0,1,0,0,0,0,27,214,155,369,6,DST,2018,0.0,SEA
23,TEN,BAL@TEN,3.0,0.0,1,0,0,0,0,21,238,123,361,6,DST,2018,6.0,BAL
24,JAX,JAX@DAL,3.0,3.0,0,0,0,0,0,40,172,206,378,6,DST,2018,5.0,DAL
25,CLE,LAC@CLE,3.0,1.0,1,0,0,0,0,38,203,246,449,6,DST,2018,15.0,LAC
26,SF,SF@GB,3.0,3.0,0,0,0,0,0,33,405,116,521,6,DST,2018,1.0,GB
27,NYG,PHI@NYG,1.0,1.0,0,0,0,0,0,34,271,108,379,6,DST,2018,6.0,PHI
28,TB,TB@ATL,1.0,1.0,0,0,0,0,0,34,347,70,417,6,DST,2018,8.0,ATL
29,CIN,PIT@CIN,0.0,0.0,0,0,0,0,0,28,369,112,481,6,DST,2018,4.0,PIT
0,DEN,DEN@ARI,35.0,6.0,3,0,2,0,2,10,154,69,223,7,DST,2018,4.0,ARI
1,LA,LA@SF,26.0,7.0,2,1,2,1,0,10,121,107,228,7,DST,2018,8.0,SF
2,IND,BUF@IND,22.0,2.0,3,0,2,0,0,5,168,135,303,7,DST,2018,2.0,BUF
3,NE,NE@CHI,20.0,2.0,2,0,0,1,2,31,319,134,453,7,DST,2018,23.0,CHI
4,WAS,DAL@WAS,18.0,4.0,0,0,2,0,1,17,250,73,323,7,DST,2018,18.0,DAL
5,KC,CIN@KC,17.0,2.0,1,0,0,0,1,10,174,65,239,7,DST,2018,10.0,CIN
6,HOU,HOU@JAX,17.0,4.0,1,0,2,0,0,7,189,70,259,7,DST,2018,5.0,JAX
7,CLE,CLE@TB,15.0,4.0,2,1,2,0,0,26,342,114,456,7,DST,2018,5.0,TB
8,MIN,MIN@NYJ,15.0,3.0,3,0,1,0,0,17,192,71,263,7,DST,2018,2.0,NYJ
9,CAR,CAR@PHI,10.0,4.0,0,0,1,0,0,17,284,58,342,7,DST,2018,9.0,PHI
10,ATL,NYG@ATL,8.0,4.0,0,0,0,0,0,20,372,61,433,7,DST,2018,9.0,NYG
11,LAC,TEN@LAC,8.0,2.0,1,0,0,0,0,19,226,164,390,7,DST,2018,16.0,TEN
12,TB,CLE@TB,8.0,5.0,0,0,1,0,0,23,186,119,305,7,DST,2018,2.0,CLE
13,CHI,NE@CHI,7.0,1.0,1,0,2,0,0,38,273,108,381,7,DST,2018,8.0,NE
14,NYG,NYG@ATL,6.0,3.0,0,0,1,0,0,23,356,67,423,7,DST,2018,6.0,ATL
15,TEN,TEN@LAC,6.0,2.0,0,0,0,0,0,20,297,47,344,7,DST,2018,13.0,LAC
16,DET,DET@MIA,5.0,4.0,0,0,0,0,0,21,215,107,322,7,DST,2018,2.0,MIA
17,JAX,HOU@JAX,5.0,1.0,0,0,0,0,0,20,131,141,272,7,DST,2018,9.0,HOU
18,DAL,DAL@WAS,5.0,1.0,0,0,0,0,0,20,175,130,305,7,DST,2018,8.0,WAS
19,CIN,CIN@KC,4.0,2.0,1,0,0,0,0,45,353,198,551,7,DST,2018,20.0,KC
20,ARI,DEN@ARI,4.0,2.0,1,0,0,0,0,45,178,131,309,7,DST,2018,8.0,DEN
21,BAL,NO@BAL,4.0,1.0,0,0,1,0,0,24,205,134,339,7,DST,2018,0.0,NO
22,PHI,CAR@PHI,3.0,2.0,0,0,0,0,0,21,250,121,371,7,DST,2018,10.0,CAR
23,NO,NO@BAL,2.0,1.0,0,0,0,0,0,23,274,77,351,7,DST,2018,18.0,BAL
24,BUF,BUF@IND,2.0,0.0,0,1,0,0,0,37,156,220,376,7,DST,2018,3.0,IND
25,NYJ,MIN@NYJ,1.0,1.0,0,0,0,0,0,37,228,88,316,7,DST,2018,3.0,MIN
26,MIA,DET@MIA,1.0,1.0,0,0,0,0,0,32,209,248,457,7,DST,2018,0.0,DET
27,SF,LA@SF,1.0,1.0,0,0,0,0,0,39,193,146,339,7,DST,2018,13.0,LA
0,NE,NE@BUF,23.0,3.0,1,0,1,0,1,6,287,46,333,8,DST,2018,7.0,BUF
1,CIN,TB@CIN,20.0,6.0,4,0,0,0,1,34,450,126,576,8,DST,2018,0.0,TB
2,NO,NO@MIN,18.0,4.0,1,0,1,0,1,20,338,85,423,8,DST,2018,2.0,MIN
3,WAS,WAS@NYG,18.0,7.0,2,0,0,0,0,13,266,37,303,8,DST,2018,4.0,NYG
4,SEA,SEA@DET,13.0,3.0,1,0,2,0,0,14,297,34,331,8,DST,2018,3.0,DET
5,SF,SF@ARI,13.0,3.0,1,1,1,0,0,18,233,88,321,8,DST,2018,18.0,ARI
6,KC,DEN@KC,10.0,5.0,1,0,1,0,0,23,222,189,411,8,DST,2018,7.0,DEN
7,PIT,CLE@PIT,10.0,2.0,1,1,0,0,0,18,163,74,237,8,DST,2018,6.0,CLE
8,PHI,PHI@JAX,10.0,4.0,0,0,1,0,0,18,265,70,335,8,DST,2018,5.0,JAX
9,CAR,BAL@CAR,9.0,2.0,2,0,1,0,0,21,224,101,325,8,DST,2018,7.0,BAL
10,JAX,PHI@JAX,9.0,4.0,1,0,1,0,0,24,262,133,395,8,DST,2018,2.0,PHI
11,CHI,NYJ@CHI,8.0,1.0,0,0,0,0,0,10,150,57,207,8,DST,2018,31.0,NYJ
12,LA,GB@LA,8.0,3.0,0,1,1,0,0,27,253,106,359,8,DST,2018,2.0,GB
13,ARI,SF@ARI,8.0,4.0,0,0,0,0,0,15,160,107,267,8,DST,2018,6.0,SF
14,NYG,WAS@NYG,6.0,0.0,0,0,1,0,0,20,178,182,360,8,DST,2018,5.0,WAS
15,CLE,CLE@PIT,5.0,1.0,1,0,1,0,0,33,253,168,421,8,DST,2018,4.0,PIT
16,HOU,MIA@HOU,5.0,2.0,1,0,0,0,0,23,254,116,370,8,DST,2018,8.0,MIA
17,GB,GB@LA,5.0,5.0,0,0,0,0,0,29,281,135,416,8,DST,2018,2.0,LA
18,DEN,DEN@KC,4.0,2.0,1,0,0,0,0,30,291,49,340,8,DST,2018,8.0,KC
19,BUF,NE@BUF,3.0,2.0,0,0,0,0,0,25,311,76,387,8,DST,2018,3.0,NE
20,NYJ,NYJ@CHI,3.0,2.0,0,0,0,0,0,24,216,179,395,8,DST,2018,11.0,CHI
21,DET,SEA@DET,2.0,2.0,0,0,0,0,0,28,237,176,413,8,DST,2018,6.0,SEA
22,TB,TB@CIN,2.0,2.0,0,0,0,0,0,37,264,138,402,8,DST,2018,2.0,CIN
23,IND,IND@OAK,2.0,0.0,0,0,1,0,0,28,244,103,347,8,DST,2018,5.0,OAK
24,MIN,NO@MIN,2.0,0.0,1,0,0,0,0,30,164,106,270,8,DST,2018,25.0,NO
25,OAK,IND@OAK,0.0,0.0,0,0,0,0,0,42,239,222,461,8,DST,2018,0.0,IND
26,BAL,BAL@CAR,0.0,0.0,0,0,0,0,0,36,232,154,386,8,DST,2018,2.0,CAR
27,MIA,MIA@HOU,0.0,0.0,0,0,0,0,0,42,239,188,427,8,DST,2018,28.0,HOU
0,CHI,CHI@BUF,31.0,4.0,3,0,1,0,2,9,166,98,264,9,DST,2018,13.0,BUF
1,MIA,NYJ@MIA,28.0,4.0,4,0,0,0,1,6,202,80,282,9,DST,2018,6.0,NYJ
2,MIN,DET@MIN,25.0,10.0,0,0,1,0,1,9,143,66,209,9,DST,2018,8.0,DET
3,SF,OAK@SF,18.0,8.0,0,0,0,0,0,3,140,102,242,9,DST,2018,2.0,OAK
4,LAC,LAC@SEA,16.0,4.0,1,0,0,0,1,17,202,154,356,9,DST,2018,16.0,SEA
5,TEN,TEN@DAL,13.0,5.0,1,0,1,0,0,14,225,72,297,9,DST,2018,10.0,DAL
6,NYJ,NYJ@MIA,11.0,4.0,0,0,0,0,0,13,104,64,168,9,DST,2018,1.0,MIA
7,ATL,ATL@WAS,9.0,3.0,1,0,0,0,0,14,287,79,366,9,DST,2018,2.0,WAS
8,DEN,HOU@DEN,8.0,4.0,0,0,0,0,0,19,192,98,290,9,DST,2018,8.0,HOU
9,DAL,TEN@DAL,8.0,4.0,0,0,2,0,0,28,215,125,340,9,DST,2018,8.0,TEN
10,HOU,HOU@DEN,8.0,2.0,0,0,1,0,0,17,273,75,348,9,DST,2018,16.0,DEN
11,KC,KC@CLE,7.0,2.0,1,0,0,1,0,21,286,102,388,9,DST,2018,13.0,CLE
12,NE,GB@NE,7.0,1.0,0,0,1,0,0,17,250,117,367,9,DST,2018,2.0,GB
13,CAR,TB@CAR,7.0,3.0,2,0,0,0,0,28,219,82,301,9,DST,2018,1.0,TB
14,PIT,PIT@BAL,6.0,2.0,0,0,0,0,0,16,204,61,265,9,DST,2018,16.0,BAL
15,DET,DET@MIN,6.0,1.0,1,0,1,0,0,24,155,128,283,9,DST,2018,1.0,MIN
16,WAS,ATL@WAS,4.0,2.0,1,0,0,0,0,38,337,154,491,9,DST,2018,20.0,ATL
17,CLE,KC@CLE,4.0,2.0,1,0,0,0,0,37,360,139,499,9,DST,2018,10.0,KC
18,SEA,LAC@SEA,3.0,2.0,0,0,0,0,0,25,215,160,375,9,DST,2018,2.0,LAC
19,BUF,CHI@BUF,3.0,1.0,1,0,0,0,0,41,126,64,190,9,DST,2018,14.0,CHI
20,NO,LA@NO,2.0,0.0,1,0,0,0,0,35,391,92,483,9,DST,2018,12.0,LA
21,BAL,PIT@BAL,2.0,1.0,0,0,0,0,0,23,282,113,395,9,DST,2018,2.0,PIT
22,TB,TB@CAR,2.0,2.0,0,0,0,0,0,42,228,179,407,9,DST,2018,7.0,CAR
23,GB,GB@NE,2.0,2.0,0,0,0,0,0,31,310,123,433,9,DST,2018,17.0,NE
24,LA,LA@NO,2.0,0.0,0,0,1,0,0,45,346,141,487,9,DST,2018,6.0,NO
25,OAK,OAK@SF,0.0,0.0,0,0,0,0,0,34,262,143,405,9,DST,2018,7.0,SF
0,WAS,WAS@TB,20.0,2.0,2,0,2,0,0,3,398,103,501,10,DST,2018,10.0,TB
1,GB,MIA@GB,17.0,6.0,1,0,1,0,0,12,163,131,294,10,DST,2018,6.0,MIA
2,LAC,LAC@OAK,16.0,4.0,0,0,1,0,0,6,203,114,317,10,DST,2018,1.0,OAK
3,PIT,CAR@PIT,16.0,5.0,1,0,1,0,1,21,147,95,242,10,DST,2018,12.0,CAR
4,BUF,BUF@NYJ,14.0,3.0,2,0,0,0,0,10,116,83,199,10,DST,2018,8.0,NYJ
5,KC,ARI@KC,13.0,5.0,2,0,0,0,0,14,166,94,260,10,DST,2018,15.0,ARI
6,CHI,DET@CHI,13.0,6.0,2,0,1,0,0,22,229,76,305,10,DST,2018,18.0,DET
7,NO,NO@CIN,12.0,4.0,2,0,0,0,0,14,174,110,284,10,DST,2018,16.0,CIN
8,CLE,ATL@CLE,10.0,2.0,0,0,2,0,0,16,311,71,382,10,DST,2018,11.0,ATL
9,TEN,NE@TEN,10.0,3.0,0,0,0,0,0,10,244,40,284,10,DST,2018,0.0,NE
10,DAL,DAL@PHI,8.0,2.0,1,0,0,0,0,20,350,71,421,10,DST,2018,9.0,PHI
11,TB,WAS@TB,7.0,3.0,0,0,0,0,0,16,170,116,286,10,DST,2018,4.0,WAS
12,OAK,LAC@OAK,7.0,1.0,1,0,0,0,0,20,222,113,335,10,DST,2018,6.0,LAC
13,LA,SEA@LA,6.0,4.0,0,0,1,0,0,31,141,273,414,10,DST,2018,25.0,SEA
14,ARI,ARI@KC,6.0,5.0,0,0,0,0,0,26,212,118,330,10,DST,2018,5.0,KC
15,MIA,MIA@GB,6.0,2.0,0,0,1,1,0,31,182,195,377,10,DST,2018,8.0,GB
16,NYG,NYG@SF,5.0,0.0,2,0,0,0,0,23,250,124,374,10,DST,2018,15.0,SF
17,IND,JAX@IND,5.0,0.0,0,0,1,1,0,26,324,91,415,10,DST,2018,16.0,JAX
18,PHI,DAL@PHI,5.0,4.0,0,0,0,0,0,27,239,171,410,10,DST,2018,0.0,DAL
19,JAX,JAX@IND,2.0,0.0,1,0,0,0,0,29,285,81,366,10,DST,2018,12.0,IND
20,ATL,ATL@CLE,2.0,0.0,1,0,0,0,0,28,216,211,427,10,DST,2018,3.0,CLE
21,NE,NE@TEN,2.0,2.0,0,0,0,0,0,34,235,150,385,10,DST,2018,11.0,TEN
22,SEA,SEA@LA,2.0,2.0,0,0,0,0,0,36,307,149,456,10,DST,2018,6.0,LA
23,SF,NYG@SF,2.0,1.0,0,0,0,0,0,27,180,97,277,10,DST,2018,2.0,NYG
24,DET,DET@CHI,1.0,1.0,0,0,0,0,0,34,348,54,402,10,DST,2018,9.0,CHI
25,NYJ,BUF@NYJ,1.0,1.0,0,0,0,0,0,41,239,212,451,10,DST,2018,1.0,BUF
26,CAR,CAR@PIT,1.0,1.0,0,0,0,0,0,52,319,138,457,10,DST,2018,5.0,PIT
27,CIN,NO@CIN,0.0,0.0,0,0,0,0,0,51,265,244,509,10,DST,2018,6.0,NO
0,LA,KC@LA,25.0,3.0,3,0,2,0,2,51,448,98,546,11,DST,2018,12.0,KC
1,CHI,MIN@CHI,18.0,2.0,2,0,1,0,1,20,246,22,268,11,DST,2018,16.0,MIN
2,IND,TEN@IND,16.0,5.0,2,0,0,0,0,10,176,87,263,11,DST,2018,4.0,TEN
3,NO,PHI@NO,16.0,3.0,3,0,0,0,0,7,138,58,196,11,DST,2018,18.0,PHI
4,HOU,HOU@WAS,16.0,5.0,2,0,0,0,1,21,154,124,278,11,DST,2018,12.0,WAS
5,KC,KC@LA,15.0,5.0,0,0,2,0,1,54,379,76,455,11,DST,2018,9.0,LA
6,NYG,TB@NYG,15.0,1.0,4,0,0,0,1,35,359,151,510,11,DST,2018,4.0,TB
7,JAX,PIT@JAX,12.0,2.0,3,0,0,0,0,20,297,26,323,11,DST,2018,1.0,PIT
8,PIT,PIT@JAX,12.0,6.0,0,0,1,0,0,16,64,179,243,11,DST,2018,3.0,JAX
9,WAS,HOU@WAS,10.0,3.0,2,0,1,0,0,23,181,139,320,11,DST,2018,4.0,HOU
10,DET,CAR@DET,9.0,3.0,1,0,0,0,0,19,331,56,387,11,DST,2018,7.0,CAR
11,DAL,DAL@ATL,9.0,3.0,1,0,0,0,0,19,274,80,354,11,DST,2018,10.0,ATL
